,sentiment,totalScores,positive,negative
2019-10-18 00:00:00,-0.007479733414116934,3301,0.72,0.28
2019-10-19 00:00:00,-0.04118989229494615,1207,0.77,0.23
2019-10-20 00:00:00,-0.006556491785903551,1887,0.77,0.23
2019-10-21 00:00:00,0.006100947368421052,2850,0.73,0.27
2019-10-22 00:00:00,-0.028072265237244393,5037,0.71,0.29
2019-10-23 00:00:00,-0.00986860606060606,4125,0.72,0.28
2019-10-24 00:00:00,0.022867188540972687,3002,0.75,0.25
2019-10-25 00:00:00,0.04350977620730271,2547,0.76,0.24
2019-10-26 00:00:00,0.0032947794779477945,1111,0.82,0.18
2019-10-27 00:00:00,0.035672154696132594,1810,0.81,0.19
2019-10-28 00:00:00,0.038948830811554334,2908,0.75,0.25
2019-10-29 00:00:00,-0.02060184835910977,2651,0.72,0.28
2019-10-30 00:00:00,0.03303339479142659,4339,0.79,0.21
2019-10-31 00:00:00,-0.007444357798165138,4360,0.73,0.27
2019-11-01 00:00:00,0.024502470088768817,2591,0.75,0.25
2019-11-02 00:00:00,0.018262734288864386,907,0.77,0.23
2019-11-03 00:00:00,0.015557169811320755,1590,0.76,0.24
2019-11-04 00:00:00,0.002684684939248375,3539,0.73,0.27
2019-11-05 00:00:00,-0.011501930501930503,3885,0.72,0.28
2019-11-06 00:00:00,-0.0020367549668874173,3926,0.73,0.27
2019-11-07 00:00:00,-0.0007732378091056159,4327,0.73,0.27
2019-11-08 00:00:00,0.012877768662838393,3657,0.74,0.26
2019-11-09 00:00:00,0.011579739978331527,923,0.8,0.2
2019-11-10 00:00:00,-0.018105065554231227,1678,0.74,0.26
2019-11-11 00:00:00,0.01020385662431942,2204,0.73,0.27
2019-11-12 00:00:00,-0.004236475164572113,3342,0.74,0.26
2019-11-13 00:00:00,0.010305325089748704,5014,0.74,0.26
2019-11-14 00:00:00,0.0005420214030915577,4205,0.73,0.27
2019-11-15 00:00:00,0.011340858540925267,4496,0.74,0.26
2019-11-16 00:00:00,0.004956828597616865,1091,0.77,0.23
2019-11-17 00:00:00,-0.01254997681965693,2157,0.73,0.27
2019-11-18 00:00:00,0.0009450159744408945,3130,0.72,0.28
2019-11-19 00:00:00,-0.025577157360406094,2561,0.7,0.3
2019-11-20 00:00:00,0.0017924397299903566,5185,0.74,0.26
2019-11-21 00:00:00,-0.00785859853121175,3268,0.73,0.27
2019-11-22 00:00:00,0.02655928381962865,2262,0.77,0.23
2019-11-23 00:00:00,-0.003936805555555555,864,0.8,0.2
2019-11-24 00:00:00,0.0554422090729783,1521,0.8,0.2
2019-11-25 00:00:00,-0.010376935419173687,2493,0.73,0.27
2019-11-26 00:00:00,0.03059794476557482,3114,0.75,0.25
2019-11-27 00:00:00,0.0058315690866510535,4270,0.74,0.26
2019-11-28 00:00:00,-0.034945674418604654,2150,0.74,0.26
2019-11-29 00:00:00,-0.0065581188997338065,2254,0.75,0.25
2019-11-30 00:00:00,0.0442276393831554,843,0.81,0.19
2019-12-01 00:00:00,0.02614575741801145,1921,0.77,0.23
2019-12-02 00:00:00,0.00988922902494331,3528,0.76,0.24
2019-12-03 00:00:00,-0.004211091794158553,5752,0.74,0.26
2019-12-04 00:00:00,-0.008617636122177955,3765,0.73,0.27
2019-12-05 00:00:00,0.0033085283893395136,4315,0.75,0.25
2019-12-06 00:00:00,0.02168582385612272,3781,0.75,0.25
2019-12-07 00:00:00,0.03473542857142857,875,0.8,0.2
2019-12-08 00:00:00,0.037147689345314504,1558,0.79,0.21
2019-12-09 00:00:00,0.004330527966544694,3826,0.75,0.25
2019-12-10 00:00:00,-0.006374254985435805,4463,0.75,0.25
2019-12-11 00:00:00,0.017827364142062475,4674,0.77,0.23
2019-12-12 00:00:00,0.001569163120567376,7050,0.76,0.24
2019-12-13 00:00:00,0.003812859596393302,4658,0.76,0.24
2019-12-14 00:00:00,0.02957878504672897,1070,0.78,0.22
2019-12-15 00:00:00,0.03580005376344086,1860,0.78,0.22
2019-12-16 00:00:00,0.024624782506466027,4253,0.75,0.25
2019-12-17 00:00:00,-0.013977021822849808,3895,0.73,0.27
2019-12-18 00:00:00,-0.008934676458912267,5038,0.78,0.22
2019-12-19 00:00:00,0.030131306199716046,4226,0.78,0.22
2019-12-20 00:00:00,0.024724577000286782,3487,0.76,0.24
2019-12-21 00:00:00,0.01634805194805195,924,0.83,0.17
2019-12-22 00:00:00,0.038536153846153845,1430,0.8,0.2
2019-12-23 00:00:00,0.030793580959249913,2773,0.77,0.23
2019-12-24 00:00:00,0.011430272290443138,1873,0.78,0.22
2019-12-25 00:00:00,0.07550822837951301,1191,0.84,0.16
2019-12-26 00:00:00,0.02900259399591956,3431,0.75,0.25
2019-12-27 00:00:00,-0.0025880305927342253,2615,0.73,0.27
2019-12-28 00:00:00,0.031396769230769235,650,0.79,0.21
2019-12-29 00:00:00,0.04285945419103314,1539,0.78,0.22
2019-12-30 00:00:00,0.01102850702731371,3771,0.73,0.27
2019-12-31 00:00:00,0.010263862660944206,3495,0.76,0.24
2020-01-01 00:00:00,0.041709270216962524,1521,0.8,0.2
2020-01-02 00:00:00,0.016807486959189936,6518,0.75,0.25
