Date,Open,High,Low,Close,Volume,Volatility,sentiment,RSI
2020-01-23,0.17288135593220222,0.0,0.0,0.0,1.0,0.006278028693742866,1.0,0.5456761077029668
2020-01-24,0.0,0.0014302059496582586,0.009650180940893094,0.1279116368903903,0.738197191354396,0.004974667896918367,0.7724682645884883,0.6680561283408082
2020-01-25,0.18350282485875624,0.23598398169336576,0.23908323281061428,0.39473684210526105,0.7374090303675559,0.007289959044186907,0.7161233041180025,0.9101898269966142
2020-01-28,0.31864406779660825,0.13014874141876653,0.2480096501809408,0.3365523901496852,0.38023548005854846,0.00048467668005063827,0.7017283454998552,0.7695295538223679
2020-01-29,0.3450847457627111,0.1850686498855847,0.23042219541616493,0.1837276677933355,0.29456994922233704,0.003564230824525422,0.9376436289234128,0.39914198243846766
2020-01-30,0.2745762711864401,0.2868993135011433,0.29433051869722693,0.4659608884596791,0.4008706830080452,0.004850610523570331,0.7446631951924986,0.6942674538372948
2020-01-31,0.43118644067796463,0.40732265446224325,0.4702509047044652,0.43408981168517347,0.34614477708288827,6.206389632872087e-05,0.6507026639244805,0.6146739835592046
2020-02-01,0.37062146892655257,0.431636155606407,0.43184559710494685,0.42539835828101946,0.48100655987433283,0.0014194183912033115,0.8237155053813824,0.59163268495882
2020-02-04,0.4971751412429377,0.5792334096109837,0.5476477683956587,0.7100434572670169,0.4387217229303563,0.005189500717030186,0.6180108154210742,0.9006905199822786
2020-02-05,0.7367231638418064,0.8080663615560635,0.8275030156815442,0.8083051665861865,0.47155671842648605,0.0011908188246626,0.6315578555452833,1.0
2020-02-06,0.8225988700564955,0.7233981693363862,0.6897466827503012,0.7349106711733429,0.19674703516411562,0.0023744213891977468,0.5514708687077332,0.7849177686116509
2020-02-07,0.629604519774011,0.4862700228832946,0.4926417370325682,0.5497320135200345,0.32624749638183215,0.0022661308189352745,0.6803759152489165,0.25838883748812336
2020-02-08,0.39322033898305175,0.4648169336384438,0.46803377563329374,0.6231289232254911,0.2888650468740478,0.004992016938330704,0.5293410876913283,0.3586126262931568
2020-02-11,0.6644067796610162,0.6041189931350104,0.6323281061519905,0.5854659584741642,0.0,0.0015137413224106098,0.7173292853029706,0.24704714276892226
2020-02-12,0.6212429378531068,0.7991990846681922,0.6735826296743062,0.918155480444228,0.6069323717421321,0.008245707721118217,0.0,0.6972942629960448
2020-02-13,0.829378531073445,0.7966247139588098,0.7642943305186956,0.7262192177691924,0.62917704118363,0.0040987915840377444,0.6961370988563379,0.14427253402027596
2020-02-14,0.7039548022598865,0.8209382151029736,0.7172496984318455,0.9191211974891358,0.495698846296733,0.005147623710181428,0.5392381615175503,0.4101554310313915
2020-02-15,0.8558192090395487,0.933924485125857,0.8902291917973466,0.8432182520521474,0.49036401423961606,0.001265514748887339,0.7856884367221754,0.19247180942541142
2020-02-19,0.795480225988701,0.9510869565217384,0.8858866103739453,0.9780299372283912,0.25065946499788816,0.003206407102926468,0.5524393143787903,0.3865492282160492
2020-02-20,1.0,1.0,0.9191797346200241,0.9270883631096085,0.3709757628752427,0.0028119405482327684,0.8407580364887229,0.23090912537943442
2020-02-21,0.8910734463276828,0.8895881006865007,0.8511459589867316,0.8527281506518589,0.14824329485741927,0.0014029966914157462,0.7489021949230644,0.0
2020-02-22,0.8980790960451959,0.9834096109839834,1.0000000000000009,0.9999999999999991,0.23455370840835987,0.0013340175222053255,0.5465466636444816,0.24598958802209303
