,sentiment,totalScores,positive,negative
2018-04-29 00:00:00,0.10991155778894472,199,0.86,0.14
2018-04-30 00:00:00,0.06383740831295844,818,0.79,0.21
2018-05-01 00:00:00,0.06399913366336633,808,0.79,0.21
2018-05-02 00:00:00,0.06439395886889461,778,0.8,0.2
2018-05-03 00:00:00,0.09507448979591837,686,0.82,0.18
2018-05-04 00:00:00,0.09923848987108655,543,0.81,0.19
2018-05-05 00:00:00,0.12045190839694656,131,0.94,0.06
2018-05-06 00:00:00,0.08147684210526317,95,0.86,0.14
2018-05-07 00:00:00,0.11976707882534776,647,0.84,0.16
2018-05-08 00:00:00,0.11828136942675159,628,0.84,0.16
2018-05-09 00:00:00,0.10101042944785275,815,0.82,0.18
2018-05-10 00:00:00,0.14687251461988304,684,0.84,0.16
2018-05-11 00:00:00,0.07593786191536749,449,0.81,0.19
2018-05-12 00:00:00,0.11159262295081968,122,0.89,0.11
2018-05-13 00:00:00,0.11459056603773585,106,0.88,0.12
2018-05-14 00:00:00,0.09518429951690821,414,0.83,0.17
2018-05-15 00:00:00,0.08661593323216996,659,0.82,0.18
2018-05-16 00:00:00,0.08966432865731463,499,0.83,0.17
2018-05-17 00:00:00,0.05545719626168224,535,0.8,0.2
2018-05-18 00:00:00,0.043104166666666666,504,0.81,0.19
2018-05-19 00:00:00,0.0882074074074074,135,0.82,0.18
2018-05-20 00:00:00,-0.06052152777777778,144,0.74,0.26
2018-05-21 00:00:00,0.09358471615720525,458,0.79,0.21
2018-05-22 00:00:00,0.06718048192771084,415,0.81,0.19
2018-05-23 00:00:00,0.10704404388714733,638,0.81,0.19
2018-05-24 00:00:00,0.14035843621399177,486,0.85,0.15
2018-05-25 00:00:00,0.06532309523809524,420,0.81,0.19
2018-05-26 00:00:00,0.13415470085470085,117,0.86,0.14
2018-05-27 00:00:00,0.17828589743589743,78,0.92,0.08
2018-05-28 00:00:00,0.16043106796116505,103,0.88,0.12
2018-05-29 00:00:00,0.05659739952718676,423,0.76,0.24
2018-05-30 00:00:00,0.10489518599562364,457,0.83,0.17
2018-05-31 00:00:00,0.09059326923076923,416,0.82,0.18
2018-06-01 00:00:00,0.12997194719471947,606,0.85,0.15
2018-06-02 00:00:00,0.10860776699029126,103,0.87,0.13
2018-06-03 00:00:00,0.16689894736842104,95,0.86,0.14
2018-06-04 00:00:00,0.16763370786516854,534,0.85,0.15
2018-06-05 00:00:00,0.16263587570621468,1062,0.85,0.15
2018-06-06 00:00:00,0.07209943374858438,883,0.77,0.23
2018-06-07 00:00:00,0.1268745886654479,547,0.81,0.19
2018-06-08 00:00:00,0.04435711678832117,548,0.74,0.26
2018-06-09 00:00:00,0.13807666666666668,150,0.87,0.13
2018-06-10 00:00:00,0.08558785714285715,140,0.84,0.16
2018-06-11 00:00:00,0.030826646706586823,334,0.79,0.21
2018-06-12 00:00:00,0.11334881889763779,381,0.87,0.13
2018-06-13 00:00:00,0.07481728624535317,538,0.81,0.19
2018-06-14 00:00:00,0.16580946843853822,602,0.83,0.17
2018-06-15 00:00:00,0.07404512711864407,472,0.8,0.2
2018-06-16 00:00:00,0.09424705882352942,68,0.88,0.12
2018-06-17 00:00:00,-0.10085360824742268,97,0.75,0.25
