Date,Open,High,Low,Close,Volume,Volatility,sentiment,RSI,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-01-02,128.99,137.51,128.56,135.41,25465924,0.28652203330123965,-0.025997044917257683,,,,,,0.0,0.0,0.0
2019-01-03,134.69,137.17,131.12,131.8902,18011900,0.08818123984273209,-0.057317028380634384,,,,,,0.0,0.0,0.0
2019-01-04,134.01,138.0,133.75,137.94,23927539,0.16467722189986514,0.08320585585585585,,,,,,0.0,0.0,0.0
2019-01-07,137.45,138.87,135.91,138.23,16261533,0.02196492863285489,-0.016295092024539878,,,,,,0.0,0.0,0.0
2019-01-08,139.89,143.14,139.54,142.5843,22239823,0.10483111327918752,0.039262473347547976,,,,,,0.0,0.0,0.0
2019-01-09,142.95,144.7,141.27,144.25,18404347,0.04168586421857418,0.05413505434782609,,,,,,0.0,0.0,0.0
2019-01-10,143.08,144.56,140.84,144.15,13885316,0.02577747737789235,0.03950769230769231,,,,,,0.0,0.0,0.0
2019-01-11,143.15,145.36,142.57,143.7205,10819759,0.01054228829259006,0.039241694915254234,,,,,,0.0,0.0,0.0
2019-01-14,142.08,146.57,141.27,145.63,17231093,0.10702329709488287,0.09488318042813457,,,,,,0.0,0.0,0.0
2019-01-15,146.01,150.68,145.99,148.82,21340466,0.10491172976927672,0.047534460887949256,,,,,,0.0,0.0,0.0
2019-01-16,149.0,149.6499,146.9975,147.43,15596801,0.04267058424448883,0.08788368055555558,,,,,,0.0,0.0,0.0
2019-01-17,146.95,149.0,146.5,148.0684,13965026,0.027112824860441014,0.08229802631578947,,,,,,0.0,0.0,0.0
2019-01-18,149.75,152.43,148.55,149.99,28961698,0.01190734974730027,0.007642584745762713,,,,,,0.0,0.0,0.0
2019-01-22,149.2,151.53,146.37,147.245,18121895,0.06186466208588861,0.036991666666666666,,,,,,0.0,0.0,0.0
2019-01-23,148.28,148.8,143.055,144.07,18612594,0.13717686994747322,-0.004344941176470588,63.79921347670066,,,,,0.0,0.0,0.0
2019-01-24,144.64,146.44,142.52,145.74,19111339,0.036592896284351806,-0.01648085106382979,65.76158504323422,,,,,0.0,0.0,0.0
2019-01-25,147.48,149.83,146.54,149.0944,17851615,0.05027127089210115,0.06305685714285715,69.35498927923628,,,,,0.0,0.0,0.0
2019-01-28,148.05,148.96,146.21,147.37,12571121,0.014709897371088588,-0.013301700680272107,65.54652451864548,,,,,0.0,0.0,0.0
2019-01-29,148.09,148.1,143.43,144.115,16035997,0.11153652985687687,0.05218640350877194,58.9644861060573,,,,,0.0,0.0,0.0
2019-01-30,146.22,150.95,145.6953,150.3,27203498,0.1944210017427149,0.11795218087234892,65.95938625862847,144.30239,4.981291992931364,149.28368199293138,139.32109800706863,0.0,-1.0,-1.0
2019-01-31,165.53,171.68,165.0,166.8,70441723,0.15665275480066526,0.09728457807953443,77.14970363246564,145.87189000000004,6.685622355228933,152.55751235522897,139.1862676447711,0.0,-1.0,-1.0
2019-02-01,165.84,169.1,165.66,165.83,27891288,0.00020302327432131334,0.061518160651920825,75.5767862348491,147.56888000000004,7.234771220228921,154.80365122022894,140.33410877977113,0.0,-1.0,-1.0
2019-02-04,165.7,169.28,163.62,168.935,17419943,0.09857320034533547,0.11304809523809525,77.18058789654437,149.11863000000002,8.304271665905313,157.42290166590533,140.81435833409472,0.0,-1.0,-1.0
2019-02-05,169.15,171.98,168.69,170.9434,17737618,0.05551829676389298,0.0867734693877551,78.1787493135262,150.75430000000003,9.218138941696477,159.9724389416965,141.53616105830355,0.0,-1.0,-1.0
2019-02-06,171.2,172.47,169.27,170.48,11931265,0.014783837393383615,0.06274649859943977,77.33816613084831,152.14908500000004,9.994612922615913,162.14369792261596,142.15447207738413,0.0,-1.0,-1.0
2019-02-07,168.27,169.24,165.25,165.97,15099844,0.06063901533446505,0.026379372197309417,69.50539089543612,153.23508500000003,10.267443923149823,163.50252892314984,142.9676410768502,0.0,-1.0,-1.0
2019-02-08,164.47,167.25,164.21,167.2,10893793,0.05188591740824463,0.11046363636363636,70.3862933452093,154.387585,10.485334736231152,164.87291973623115,143.90225026376885,0.0,-1.0,-1.0
2019-02-11,168.0,168.3,165.08,165.59,9543009,0.04005965392594569,0.05260714285714286,67.63229107090706,155.48106,10.454654702465751,165.93571470246576,145.02640529753427,0.0,0.0,0.0
2019-02-12,166.86,168.34,164.5,164.94,14374841,0.04813114075915851,0.16266842105263155,66.50099441614746,156.44656000000003,10.388456781720945,166.83501678172098,146.0581032182791,0.0,0.0,0.0
2019-02-13,165.38,166.22,163.73,164.08,12848891,0.029016339816529794,-0.06255902777777778,64.95292338512022,157.20956,10.359186771089485,167.5687467710895,146.8503732289105,0.0,0.0,0.0
2019-02-14,163.19,164.8697,162.2468,163.97,10479806,0.014053599880098534,-0.007540241448692153,64.74531256055819,158.03656,10.196303344086578,168.23286334408658,147.84025665591344,0.0,0.0,0.0
2019-02-15,164.51,164.7,160.86,162.4101,14725469,0.05395939380014626,-0.06641733333333334,61.73195889921544,158.753645,9.959937793637623,168.71358279363764,148.79370720636237,0.0,0.0,0.0
2019-02-19,160.5,164.15,160.33,162.1166,12160154,0.034199422061089134,0.008905215419501135,61.15523040188493,159.359975,9.765573601277765,169.12554860127776,149.59440139872223,0.0,0.0,0.0
2019-02-20,162.25,163.72,161.25,162.62,10525664,0.006545743560636809,0.039135416666666666,61.814181589328726,160.12872499999997,9.358356074646222,169.4870810746462,150.77036892535375,0.0,0.0,0.0
2019-02-21,162.01,162.24,159.59,160.09,13276948,0.044433212405714455,-0.016052653927813163,56.61599534875642,160.929725,8.563338536666176,169.49306353666617,152.3663864633338,0.0,0.0,0.0
2019-02-22,160.58,162.41,160.31,161.84,11588766,0.025329360619402292,0.03788280802292263,59.17345367397618,161.73472499999997,7.781303252965061,169.51602825296504,153.9534217470349,0.0,0.0,0.0
2019-02-25,163.07,166.07,162.9,164.63,15768987,0.04286818935808215,0.12755913312693498,62.92578931941907,162.511505,7.207313477986998,169.71881847798699,155.304191522013,0.0,0.0,0.0
2019-02-26,164.335,166.24,163.8,164.05,12423077,0.005924873381646025,0.03129402390438247,61.6571133952916,163.345505,6.266673158481789,169.61217815848178,157.07883184151822,0.0,0.0,0.0
2019-02-27,162.9,163.8025,160.41,162.81,10796534,0.0014183402594677595,-0.048272388059701486,58.92198468535656,164.28025499999998,4.347727469485675,168.62798246948566,159.9325275305143,0.0,0.0,0.0
2019-02-28,162.37,163.5,160.86,161.5,9056941,0.013536597985132416,-0.01938740740740741,56.091095956271026,164.84025499999998,2.9483468769490178,167.788601876949,161.89190812305097,1.0,0.0,1.0
2019-03-01,162.6,163.132,161.69,162.28,9311399,0.004940850161847718,0.08804729729729731,57.403382093782604,164.61425499999999,2.9634174975372227,167.5776724975372,161.65083750246276,0.0,0.0,0.0
2019-03-04,163.9,167.5,163.83,167.47,17156727,0.10716212193167307,-0.016978273381294963,64.91672926979535,164.69625499999998,3.020959987099653,167.71721498709962,161.67529501290034,0.0,0.0,0.0
2019-03-05,167.31,171.88,166.55,171.25,24266138,0.16743731732080191,0.13326986089644513,69.18049317756909,164.81200499999997,3.229098283206086,168.04110328320607,161.58290671679387,0.0,-1.0,-1.0
2019-03-06,172.9,173.57,171.27,172.51,18843395,0.012605754936955562,0.059625,70.46885199210799,164.89033499999996,3.400130410234949,168.2904654102349,161.49020458976503,0.0,-1.0,-1.0
2019-03-07,171.5,171.74,167.61,169.14,15649857,0.06450547103777103,0.029503744493392083,62.895708260135784,164.82333499999996,3.2957897154869804,168.11912471548695,161.52754528451297,0.0,-1.0,-1.0
2019-03-08,166.2,169.62,165.97,169.6,11357699,0.06745706052625558,0.03482770083102493,63.47275178618732,165.00483499999996,3.458210748391239,168.4630457483912,161.5466242516087,0.0,-1.0,-1.0
2019-03-11,171.6,174.3,171.58,171.98,15351838,0.009947635140917928,0.13566023529411764,66.38557373680433,165.24383499999996,3.7691054880818458,169.0129404880818,161.47472951191813,0.0,-1.0,-1.0
2019-03-12,172.09,173.8,171.2178,171.94,10609535,0.0025055374219275467,0.03187955974842768,66.28989574823926,165.56133499999996,4.056311767353797,169.61764676735376,161.50502323264615,0.0,-1.0,-1.0
2019-03-13,172.63,174.03,172.12,173.37,9607015,0.012185197829187392,-0.02325971978984238,68.0620676628323,165.98283499999997,4.410845394714959,170.39368039471492,161.571989605285,0.0,-1.0,-1.0
