,sentiment,totalScores,positive,negative
2018-04-16 00:00:00,0.006924242424242425,825,0.74,0.26
2018-04-17 00:00:00,0.05999789368104313,997,0.77,0.23
2018-04-18 00:00:00,0.018785150812064964,862,0.74,0.26
2018-04-19 00:00:00,0.0726523864959255,859,0.78,0.22
2018-04-20 00:00:00,0.005910944527736132,667,0.77,0.23
2018-04-21 00:00:00,-0.0263849710982659,173,0.81,0.19
2018-04-22 00:00:00,-0.05333406593406593,182,0.8,0.2
2018-04-23 00:00:00,-0.013864,725,0.73,0.27
2018-04-24 00:00:00,-0.029454243827160494,1296,0.73,0.27
2018-04-25 00:00:00,0.035335309617918316,3795,0.76,0.24
2018-04-26 00:00:00,0.03979984457569164,3217,0.73,0.27
2018-04-27 00:00:00,0.029115297450424932,1059,0.74,0.26
2018-04-28 00:00:00,0.05980952380952381,168,0.84,0.16
2018-04-29 00:00:00,0.06315448717948718,156,0.83,0.17
2018-04-30 00:00:00,0.01336981818181818,550,0.77,0.23
2018-05-01 00:00:00,0.0027252714708785783,1013,0.79,0.21
2018-05-02 00:00:00,0.06327340025094103,797,0.8,0.2
2018-05-03 00:00:00,0.03867494736842105,475,0.78,0.22
2018-05-04 00:00:00,0.033323604060913704,394,0.79,0.21
2018-05-05 00:00:00,-0.028519607843137253,102,0.81,0.19
2018-05-06 00:00:00,0.05415677966101695,118,0.83,0.17
2018-05-07 00:00:00,0.09609115226337449,486,0.81,0.19
2018-05-08 00:00:00,0.0718176600441501,453,0.8,0.2
2018-05-09 00:00:00,0.08548550074738415,669,0.82,0.18
2018-05-10 00:00:00,0.1042269592476489,638,0.79,0.21
2018-05-11 00:00:00,0.08491633333333334,600,0.8,0.2
2018-05-12 00:00:00,0.04098253968253968,126,0.86,0.14
2018-05-13 00:00:00,0.040797087378640774,103,0.85,0.15
2018-05-14 00:00:00,0.05094530831099196,373,0.8,0.2
2018-05-15 00:00:00,0.05003528183716075,479,0.75,0.25
2018-05-16 00:00:00,0.01603609756097561,410,0.78,0.22
2018-05-17 00:00:00,0.010341315789473685,380,0.75,0.25
2018-05-18 00:00:00,0.005877474402730376,293,0.78,0.22
2018-05-19 00:00:00,-0.06867323943661972,71,0.77,0.23
2018-05-20 00:00:00,0.010667272727272727,110,0.8,0.2
2018-05-21 00:00:00,0.09907525423728814,295,0.84,0.16
2018-05-22 00:00:00,0.04453931034482759,435,0.86,0.14
2018-05-23 00:00:00,0.08928955916473319,431,0.81,0.19
2018-05-24 00:00:00,0.11707897897897897,333,0.85,0.15
2018-05-25 00:00:00,0.009404234527687298,307,0.78,0.22
2018-05-26 00:00:00,0.08269382716049382,81,0.85,0.15
2018-05-27 00:00:00,0.11308800000000001,75,0.84,0.16
2018-05-28 00:00:00,-0.02095909090909091,88,0.82,0.18
2018-05-29 00:00:00,0.05869097744360902,266,0.77,0.23
2018-05-30 00:00:00,0.0920170568561873,299,0.82,0.18
2018-05-31 00:00:00,0.09390849194729135,683,0.79,0.21
2018-06-01 00:00:00,0.09903257731958763,485,0.81,0.19
2018-06-02 00:00:00,0.10800642201834863,109,0.85,0.15
2018-06-03 00:00:00,0.1646173469387755,98,0.87,0.13
2018-06-04 00:00:00,0.05173120356612185,673,0.8,0.2
2018-06-05 00:00:00,0.05598436781609196,435,0.78,0.22
2018-06-06 00:00:00,-0.03838935672514619,855,0.73,0.27
2018-06-07 00:00:00,-0.03461843575418994,716,0.72,0.28
2018-06-08 00:00:00,0.04442586206896552,406,0.79,0.21
2018-06-09 00:00:00,0.10709466666666666,75,0.89,0.11
2018-06-10 00:00:00,0.057346153846153845,78,0.78,0.22
2018-06-11 00:00:00,0.09114739583333333,384,0.79,0.21
2018-06-12 00:00:00,0.060091304347826086,253,0.81,0.19
2018-06-13 00:00:00,0.12755597269624572,293,0.81,0.19
2018-06-14 00:00:00,0.10531070745697897,523,0.79,0.21
2018-06-15 00:00:00,0.035666666666666666,258,0.81,0.19
2018-06-16 00:00:00,0.01466949152542373,59,0.8,0.2
2018-06-17 00:00:00,-0.01995,68,0.84,0.16
2018-06-18 00:00:00,0.15517324263038548,441,0.82,0.18
2018-06-19 00:00:00,0.09258053097345133,339,0.79,0.21
2018-06-20 00:00:00,0.11743913043478262,667,0.8,0.2
2018-06-21 00:00:00,0.04944925690021232,471,0.76,0.24
2018-06-22 00:00:00,0.04545463258785942,313,0.76,0.24
2018-06-23 00:00:00,0.02178082191780822,73,0.82,0.18
2018-06-24 00:00:00,0.02109855072463768,69,0.83,0.17
2018-06-25 00:00:00,0.009834444444444444,540,0.74,0.26
2018-06-26 00:00:00,0.05640807174887893,446,0.8,0.2
2018-06-27 00:00:00,0.023033164556962027,395,0.78,0.22
2018-06-28 00:00:00,0.011718766756032173,373,0.75,0.25
2018-06-29 00:00:00,0.01393288590604027,298,0.74,0.26
2018-06-30 00:00:00,0.08503731343283581,67,0.85,0.15
2018-07-01 00:00:00,0.08368636363636363,88,0.85,0.15
2018-07-02 00:00:00,-0.023737471264367815,435,0.72,0.28
2018-07-03 00:00:00,0.0023405572755417956,646,0.74,0.26
2018-07-04 00:00:00,0.0515304347826087,138,0.8,0.2
2018-07-05 00:00:00,0.06626962264150944,530,0.79,0.21
2018-07-06 00:00:00,0.13699886363636363,616,0.81,0.19
2018-07-07 00:00:00,0.13820438596491227,114,0.84,0.16
2018-07-08 00:00:00,0.09109661016949153,118,0.88,0.12
2018-07-09 00:00:00,0.10570454545454545,572,0.81,0.19
2018-07-10 00:00:00,0.002713584905660377,530,0.75,0.25
2018-07-11 00:00:00,0.07156560747663551,535,0.81,0.19
2018-07-12 00:00:00,0.12212702702702702,592,0.81,0.19
2018-07-13 00:00:00,0.035761124121779855,427,0.78,0.22
2018-07-14 00:00:00,0.1420900900900901,111,0.84,0.16
2018-07-15 00:00:00,-0.02862173913043478,92,0.73,0.27
2018-07-16 00:00:00,-0.024026335877862594,524,0.72,0.28
2018-07-17 00:00:00,0.05535307820299501,601,0.79,0.21
2018-07-18 00:00:00,0.06608819875776398,483,0.81,0.19
2018-07-19 00:00:00,0.06102289855072464,345,0.8,0.2
2018-07-20 00:00:00,0.12194018264840183,438,0.83,0.17
2018-07-21 00:00:00,0.01067217391304348,115,0.8,0.2
2018-07-22 00:00:00,0.11919126213592234,103,0.84,0.16
2018-07-23 00:00:00,0.09210631578947369,665,0.8,0.2
2018-07-24 00:00:00,0.10570118025751073,932,0.82,0.18
2018-07-25 00:00:00,-0.00807994536763032,8786,0.73,0.27
2018-07-26 00:00:00,0.0038047092968823146,10681,0.71,0.29
2018-07-27 00:00:00,-0.008009333333333334,3450,0.73,0.27
2018-07-28 00:00:00,-0.03742464788732395,568,0.73,0.27
2018-07-29 00:00:00,0.001902970297029703,404,0.77,0.23
2018-07-30 00:00:00,0.006463436928702011,2735,0.72,0.28
2018-07-31 00:00:00,0.03360522471910112,1780,0.75,0.25
2018-08-01 00:00:00,0.03704379139072848,1208,0.77,0.23
2018-08-02 00:00:00,0.11837763157894737,1140,0.8,0.2
2018-08-03 00:00:00,0.1365262295081967,793,0.81,0.19
2018-08-04 00:00:00,0.17877738095238097,168,0.88,0.12
