Open,High,Low,Close,Volume,Volatility,sentiment,RSI
1089.1,1101.28,1088.0,1093.71,837042,0.030193762492025773,0.12406630434782608,44.05794497220129
1111.5,1118.78,1100.79,1105.25,1453452,0.07189570734395231,0.028083516483516483,47.77107369736844
1106.15,1109.43,1096.03,1104.86,1098456,0.010706704057882715,0.0619746835443038,47.65595066820295
1121.5,1122.72,1107.0,1113.64,951688,0.05909610947352618,0.14811095890410958,50.5454214250887
1110.905,1126.57,1109.72,1125.32,1960778,0.22497095161560213,0.228404,54.16981697721689
1120.0,1123.57,1113.31,1117.18,980463,0.021463946983161532,0.016451898734177215,51.34559690159938
1115.08,1115.7,1084.5999,1087.98,1369235,0.2955340482933165,0.016941880341880343,42.737726611093606
1088.57,1095.12,1073.6873,1080.72,1466756,0.09128862651417906,-0.0009880597014925374,40.90172691677075
1086.75,1088.465,1075.85,1076.54,1039483,0.08409865665410385,0.01802941176470588,39.84049510687263
1079.15,1082.79,1073.8,1081.94,1132882,0.02462301122723284,0.15415671641791046,41.9364147344345
1101.04,1108.59,1095.33,1099.63,1218173,0.013105845087826076,0.1635137931034483,48.29188685821956
1104.05,1112.89,1099.67,1112.86,928738,0.06469791594213745,0.06642261904761905,52.481052003139425
1118.5,1127.9873,1114.85,1122.41,860824,0.02625971350817892,0.27601728395061725,55.29644522608006
1119.37,1134.65,1117.5,1132.41,1206609,0.12496859592732724,0.2312196428571429,58.096121259782294
1125.87,1127.21,1111.76,1117.21,1230229,0.0844231679156693,-0.018247058823529408,52.69410345151956
1111.0,1127.86,1107.15,1124.28,1237267,0.1305289846568849,0.1443065934065934,54.79940140815426
1132.32,1142.34,1130.66,1140.92,1251685,0.08530670053921402,0.12685466666666664,59.381275629474494
1145.59,1153.24,1139.53,1143.78,1068160,0.01482765903882302,0.006725806451612902,60.129358304259725
1142.93,1147.5,1138.56,1145.15,862693,0.014682479955338374,0.11634090909090908,60.50459825453983
1145.34,1150.68,1140.0,1150.55,764087,0.03116844965585215,-0.0011222222222222224,62.02181600341359
1146.93,1158.58,1146.73,1153.46,1053817,0.05431689112973473,-0.00027486631016042785,62.850032225476184
1150.92,1158.44,1146.62,1146.62,780370,0.026178063651464363,0.007095789473684211,59.56206786333511
1142.0,1148.17,1132.855,1147.17,973262,0.03955519880074554,-0.03446632653061225,59.74443174582332
1149.32,1151.58,1131.25,1131.69,1082836,0.15175375367417693,0.09562340425531916,52.5599159659355
1135.47,1140.02,1125.21,1139.27,1188809,0.03545077212893938,0.028632038834951457,55.38887204620906
1143.45,1148.86,1132.85,1148.27,901968,0.03409413555078674,-0.04037456140350877,58.549467132499174
1132.62,1145.455,1128.51,1140.32,1214130,0.07400842144844147,-0.0183832,54.85261327960305
1138.95,1143.591,1123.71,1137.79,1908204,0.017063444729458668,0.06341622222222222,53.69077132710838
1228.29,1268.394,1228.0,1236.0,5240950,0.3218821692053143,0.15718341708542713,75.43878111837495
1242.5,1248.995,1230.2,1241.4,1646021,0.013848048944511105,0.11964749999999999,76.10330790591718
1226.63,1236.91,1225.32,1227.482,1107768,0.0069302900136134615,-0.01721630434782609,70.7872992931559
1224.87,1234.91,1208.18,1218.11,1647674,0.08828979003022472,0.14844939759036144,67.37444704642037
1216.78,1236.298,1207.0,1211.78,1562654,0.0617537203553121,0.10962093023255813,65.09177067878652
1203.0,1205.8699,1190.0,1196.35,1231379,0.06474969964814785,0.0028261538461538463,59.77536329557297
1172.73,1176.88,1142.75,1154.44,2061144,0.3002590979614217,0.009733333333333332,48.248473041918885
1166.04,1181.4,1161.525,1170.89,1463871,0.05605948434054245,0.08026621621621621,52.148921883023306
1157.8,1179.87,1150.84,1175.91,1273263,0.18342454726508786,0.09113837209302326,53.30551214716653
1185.75,1206.28,1174.0,1206.28,1234565,0.2016751559824877,0.08341555555555555,59.658343044537474
1199.995,1204.46,1184.89,1189.17,826613,0.07081040986900836,0.10582692307692307,55.10933456031535
1180.0,1185.61,1168.72,1174.39,872945,0.038481442978103166,0.07201111111111111,51.45913075508628
1174.35,1205.43,1172.995,1197.54,1155422,0.2132362153324175,0.2037301886792453,56.33736987013837
1176.07,1182.79,1161.07,1164.02,1414983,0.1354741765872193,0.04547166666666667,48.70488799111034
1164.24,1176.42,1163.0,1169.32,1090975,0.043628485513081884,0.169545,49.861524461341524
1180.79,1183.84,1173.0,1179.1,1088217,0.01407521028327794,0.2665584905660377,52.01184224184321
1191.83,1209.39,1190.4,1200.44,1066376,0.07267321160898431,0.10054020618556699,56.40529083599068
1195.35,1198.0,1183.045,1183.55,742762,0.0693459876891769,0.12097450980392155,52.32230165140718
1195.39,1200.5568,1187.92,1191.77,568283,0.015815795455599455,0.10539473684210526,54.065026053642754
1193.8,1198.78,1178.91,1191.62,711622,0.01177874106470283,0.10357704918032787,54.02621797674478
1185.17,1195.67,1150.0,1153.59,1415198,0.3560735581915426,-0.0335906976744186,45.17294491639541
1159.45,1171.86,1154.845,1171.85,865126,0.08501198232460859,0.08640172413793104,49.4557670110015
1183.0,1185.0,1164.5573,1170.82,780385,0.07525572052664514,-0.08462199999999999,49.22219691270136
1164.87,1178.5,1160.25,1173.18,603359,0.03941273229704857,0.041220370370370366,49.807124147683865
1186.42,1199.19,1185.28,1194.43,842321,0.05324400752411999,0.16426500000000002,54.85040767212732
1200.35,1200.35,1185.72,1190.32,631101,0.04991564698477983,0.112065,53.72600105820031
1180.64,1188.89,1163.715,1169.55,1116286,0.09819658807519542,-0.029016000000000007,48.33371339769366
1179.33,1184.88,1171.53,1182.86,873014,0.0239925205026884,0.02727460317460317,51.68056622057971
1193.4,1214.0,1192.69,1212.24,1172181,0.17564408336577175,0.0396060606060606,58.128316487158706
1209.14,1212.945,1203.26,1205.89,793425,0.019977336021970785,-0.06993396226415094,56.37727252333454
1207.08,1220.55,1193.17,1205.39,1371984,0.017902512241366103,-0.013685271317829458,56.23362889123538
1196.09,1210.0,1196.01,1207.62,1162621,0.10638012414046157,0.04407976190476191,56.7627558195274
1204.15,1222.47,1202.275,1219.96,981781,0.12327488956704122,0.04176440677966102,59.66850813494566
1223.47,1242.415,1222.56,1234.96,1412603,0.12893205663752574,0.12582622950819672,62.929776751972724
1234.99,1241.03,1227.08,1239.9,983055,0.03791942683674385,0.14773555555555554,63.96327090191261
1230.44,1239.02,1225.19,1231.22,759798,0.004127640222375057,0.18054333333333333,60.75800694469601
1230.43,1235.0,1223.35,1229.87,755106,0.002772642572657181,0.16824324324324325,60.25229240803661
1230.24,1236.24,1216.47,1233.26,664962,0.01542474454559019,0.1286675,61.12727126557078
1232.32,1244.34,1232.31,1238.76,694195,0.035076806584967216,0.1382625,62.567022695372046
1233.64,1242.8,1223.58,1229.53,1742302,0.056547003858263084,0.011941176470588236,58.64172226065409
1226.57,1239.68,1223.7825,1234.49,760454,0.047464378357968816,0.07862051282051281,60.09071438803587
1240.0,1247.11,1210.6438,1218.12,1460165,0.25437043013958954,0.16381166666666666,53.43654792475023
1216.96,1248.02,1209.2,1246.61,1043559,0.24633471798095866,0.19255964912280701,61.43960968602876
1240.86,1244.67,1231.82,1241.42,931462,0.0035608171109433404,-0.09587608695652176,59.43552221405896
1242.83,1244.99,1215.2,1226.15,1399119,0.18564728401758432,0.13574,53.86807574694441
1220.6,1227.405,1213.42,1221.15,1007209,0.0038189645401648094,0.08808684210526316,52.14563773658975
1222.73,1232.8583,1205.55,1206.0,1059369,0.1408428181919677,0.02316666666666667,47.21894240467478
1196.5,1198.76,1172.63,1177.41,1446659,0.21980026201528485,-0.023101538461538455,39.612873198248536
1183.34,1191.0,1163.14,1188.84,1256440,0.054548293123995104,0.09951875,43.52924883413574
1194.26,1212.46,1190.97,1210.23,1977035,0.2513763590459575,0.06244222222222224,50.05700327478158
1207.0,1218.91,1204.36,1207.99,1473661,0.011041226701334622,0.011404000000000001,49.412831191741084
1197.27,1206.8688,1189.48,1189.78,1666099,0.09899043222366943,-0.02311029411764706,44.409496936958206
1201.33,1208.46,1198.115,1202.39,1316447,0.010534523835954664,0.030011940298507463,48.31246856645137
1198.6,1215.62,1197.69,1209.59,1081715,0.0942735356977914,0.16938461538461538,50.4515482930197
1224.03,1228.75,1213.6384,1214.27,1838238,0.14258230026393787,0.05843214285714286,51.846524682321615
1213.66,1225.88,1211.88,1217.08,1073946,0.028710392596405718,0.06226904761904763,52.70746785567284
1221.5,1247.125,1220.92,1242.24,2536190,0.4191904013263405,0.04435086206896552,59.661758157377584
1241.81,1254.19,1238.53,1242.97,1843678,0.0164660837269306,0.0627,59.84625257837034
1251.4,1263.75,1249.87,1253.48,1766810,0.028726908615176208,0.0419421875,62.50515485591394
1254.69,1258.11,1240.14,1244.08,2794445,0.2360198845367283,0.2068625,58.75758244747309
1250.59,1252.18,1239.99,1244.41,675428,0.032710745237684365,0.07231388888888889,58.85085755445852
1244.48,1248.73,1239.85,1241.18,1015521,0.026143174172338808,0.038515094339622635,57.480556872929135
1240.21,1258.02,1240.21,1257.75,878666,0.12239576144395325,0.20384848484848486,62.326751164777406
1260.01,1262.9,1252.35,1259.09,882326,0.005876204157364862,0.18372131147540985,62.697025567153645
1252.0,1268.0,1249.15,1264.28,1111234,0.10830295518575096,0.06867941176470589,64.16606144646897
1275.16,1299.24,1272.31,1289.465,2434833,0.2773699835924801,0.12428464619492655,70.28205472849244
1276.0,1280.8,1255.61,1260.67,2350512,0.28697133724438434,0.0786826923076923,58.07707641515341
1255.15,1268.015,1250.65,1260.62,1216120,0.05248731348423757,0.07392857142857143,58.05822283181502
1260.0,1266.5157,1249.48,1258.79,1036049,0.009402736411399321,0.09478105263157896,57.32472821285811
1265.8,1273.0,1259.71,1272.98,1084713,0.06155395671884833,0.20690854700854705,61.39728402488517
1276.11,1292.5,1276.11,1289.61,1178212,0.1263387375439239,0.04827567567567568,65.54694847167292
1291.2,1297.24,1289.38,1291.45,985981,0.0013651233160564967,0.18236296296296287,65.98266661258694
1290.05,1292.99,1282.27,1290.75,901847,0.004436100184702546,0.0013333333333333333,65.6425496515465
1295.0,1322.65,1293.75,1306.94,1821017,0.17292306743781025,0.05075111111111112,69.55180047148998
1301.52,1317.11,1301.52,1308.97,1339515,0.07904097362735324,0.18233098591549293,70.01253027165028
1302.0,1304.9,1295.8701,1298.24,673798,0.01961699865953741,0.13671363636363634,64.46032463862996
1298.57,1309.35,1294.24,1297.65,908519,0.006068520948671082,0.05519358974358975,64.15903474542324
1293.18,1302.52,1292.147,1295.82,937383,0.01914781501280039,0.06157407407407407,63.17274261364222
1294.89,1315.72,1293.94,1309.46,1332670,0.1543602948883588,0.1222618320610687,67.21787560909667
1315.05,1333.52,1311.89,1333.21,1531776,0.22139906200120926,0.06418181818181819,72.81672872371848
1332.34,1333.92,1316.16,1319.57,1051985,0.10661019598180974,0.04325645161290323,65.85979603765017
1326.25,1326.63,1311.77,1312.37,859067,0.0945592636684767,0.0698452380952381,62.4671308293137
1310.0,1313.21,1289.21,1301.94,1179703,0.07528219174276543,0.1250225806451613,57.8204921520251
1299.25,1311.12,1290.75,1299.69,1001795,0.002915741072568517,0.22235,56.83826696879126
1303.8,1306.9,1289.3625,1294.16,903474,0.06890623005435034,0.14403653846153847,54.39260496724641
1296.26,1310.41,1295.61,1305.65,846581,0.06284010572726283,0.08215384615384616,58.39803402051166
1308.64,1314.01,1304.04,1313.01,661829,0.022479794267176008,0.1438025641025641,60.774464565620704
1315.04,1317.64,1309.4742,1312.46,746189,0.014762201022493959,0.13478800000000002,60.49635875343762
1306.6,1309.95,1303.23,1304.2,510811,0.00918188577710125,0.07527931034482759,56.32755129664544
1300.0,1305.44,1280.38,1288.86,1027117,0.09071440124983528,-0.0031666666666666666,49.50479493496231
1278.66,1297.23,1277.05,1293.86,1025953,0.12385371789309507,0.01352605633802817,51.56416825175564
1306.6,1324.27,1303.0511,1318.3,1583027,0.1472128398821173,0.0362841059602649,60.124765606286346
1327.0,1327.98,1314.32,1327.56,1093977,0.0042871331143071335,0.11930695652173913,62.80697845649905
1332.75,1342.47,1331.23,1339.41,1392309,0.07340169981502324,0.1756025974025974,65.96229082745576
1339.0,1357.553,1336.07,1342.93,1174949,0.03624944942437392,0.014663333333333334,66.8616250147701
1339.94,1348.0,1334.0,1343.14,724538,0.017901463889016145,0.12083125,66.91778366896409
1348.3,1349.89,1341.1,1344.12,679053,0.022050819035253924,0.1040280701754386,67.1971592243852
1344.34,1354.58,1338.2001,1348.05,1235466,0.03597833741362862,0.15680925925925926,68.351407835374
1346.94,1351.35,1341.66,1346.87,1077763,0.0,0.009317142857142855,67.58246146647457
1355.0,1363.53,1350.61,1360.69,1094717,0.04910956410470858,0.09616538461538462,71.61069033418877
1362.41,1364.33,1350.77,1354.95,1188918,0.07018186577101805,-0.026931034482758617,67.84010194142034
1356.99,1359.43,1350.46,1351.46,782576,0.03393579348413764,0.08754042553191489,65.57913019192888
1357.0543,1357.5259,1348.7507,1356.52,861626,0.0030719801440801065,0.17332291666666666,67.28171572485601
1363.1,1364.0,1350.73,1351.21,1890018,0.17874400109605645,0.09018153846153844,63.71974912344503
1358.73,1361.854,1348.0,1350.27,613879,0.04084530267371565,0.038722222222222234,63.083065628421295
1350.21,1352.01,1344.165,1344.74,597751,0.025492572177417475,0.04264193548387097,59.32740087907531
1346.55,1363.2,1345.51,1362.16,916263,0.11354561007293212,0.09898461538461538,66.16165134508235
1364.0,1367.07,1353.0,1354.64,857102,0.06342333256820176,0.09985079365079366,61.36780686149278
1356.81,1357.0,1337.835,1340.47,827915,0.10736264298158864,0.06625531914893616,53.50135200480292
1335.79,1340.66,1332.13,1338.12,721255,0.01280976072709398,0.16384642857142856,52.303907804406904
