,sentiment,totalScores,positive,negative
2017-09-14 00:00:00,0.0703774647887324,142,0.87,0.13
2017-09-15 00:00:00,-0.042041228070175435,114,0.75,0.25
2017-09-16 00:00:00,0.019558620689655172,29,0.79,0.21
2017-09-17 00:00:00,0.19561923076923077,26,0.92,0.08
2017-09-18 00:00:00,-0.04018491620111732,179,0.72,0.28
2017-09-19 00:00:00,0.005344,100,0.73,0.27
2017-09-20 00:00:00,0.09896928104575163,153,0.87,0.13
2017-09-21 00:00:00,0.1594205,200,0.88,0.12
2017-09-22 00:00:00,-0.016105263157894737,76,0.79,0.21
2017-09-23 00:00:00,0.11765483870967743,31,0.9,0.1
2017-09-24 00:00:00,0.12232380952380953,21,0.95,0.05
2017-09-25 00:00:00,-0.012305333333333335,150,0.75,0.25
2017-09-26 00:00:00,0.00025607476635514017,107,0.8,0.2
2017-09-27 00:00:00,0.18512346368715082,179,0.89,0.11
2017-09-28 00:00:00,0.14996347826086956,115,0.9,0.1
2017-09-29 00:00:00,0.2274761904761905,105,0.92,0.08
2017-09-30 00:00:00,0.11308965517241379,29,0.9,0.1
2017-10-01 00:00:00,0.14423947368421053,38,0.89,0.11
2017-10-02 00:00:00,-0.03703125,96,0.81,0.19
2017-10-03 00:00:00,-0.008318461538461538,65,0.85,0.15
2017-10-04 00:00:00,0.03716038961038961,154,0.85,0.15
2017-10-05 00:00:00,0.1140764705882353,204,0.91,0.09
2017-10-06 00:00:00,0.1526576388888889,144,0.89,0.11
2017-10-07 00:00:00,0.11765681818181818,44,0.93,0.07
2017-10-08 00:00:00,0.177675,36,0.94,0.06
2017-10-09 00:00:00,0.06939346405228758,153,0.91,0.09
2017-10-10 00:00:00,0.10283999999999999,90,0.87,0.13
2017-10-11 00:00:00,0.17439009009009007,222,0.86,0.14
2017-10-12 00:00:00,0.14345774647887324,142,0.91,0.09
2017-10-13 00:00:00,0.14513298969072164,97,0.91,0.09
2017-10-14 00:00:00,0.07096363636363637,33,0.91,0.09
2017-10-15 00:00:00,0.099252,25,0.96,0.04
2017-10-16 00:00:00,0.14013333333333333,63,0.9,0.1
2017-10-17 00:00:00,0.07687999999999999,85,0.87,0.13
2017-10-18 00:00:00,0.1428793388429752,121,0.9,0.1
2017-10-19 00:00:00,0.05166206896551724,116,0.79,0.21
2017-10-20 00:00:00,0.04737473684210527,95,0.84,0.16
2017-10-21 00:00:00,0.062185454545454544,55,0.91,0.09
2017-10-22 00:00:00,0.10961904761904762,42,0.95,0.05
2017-10-23 00:00:00,0.013914525139664805,179,0.78,0.22
2017-10-24 00:00:00,0.13075221238938053,113,0.88,0.12
2017-10-25 00:00:00,0.10073387096774193,124,0.88,0.12
2017-10-26 00:00:00,0.10830526315789474,418,0.88,0.12
2017-10-27 00:00:00,0.16357532188841203,466,0.85,0.15
2017-10-28 00:00:00,0.1568030303030303,33,0.91,0.09
2017-10-29 00:00:00,0.02956875,32,0.81,0.19
2017-10-30 00:00:00,0.07912083333333333,120,0.85,0.15
2017-10-31 00:00:00,0.12454736842105264,133,0.92,0.08
2017-11-01 00:00:00,0.08884083333333333,120,0.89,0.11
2017-11-02 00:00:00,0.004463106796116505,103,0.82,0.18
2017-11-03 00:00:00,0.08528446601941747,103,0.83,0.17
2017-11-04 00:00:00,0.0907741935483871,31,0.87,0.13
2017-11-05 00:00:00,0.0368125,32,0.91,0.09
2017-11-06 00:00:00,0.08455670103092783,97,0.92,0.08
2017-11-07 00:00:00,0.11843619047619049,105,0.88,0.12
2017-11-08 00:00:00,0.07161531531531531,111,0.89,0.11
2017-11-09 00:00:00,0.03825520833333333,96,0.83,0.17
2017-11-10 00:00:00,0.11103214285714287,84,0.87,0.13
2017-11-11 00:00:00,-0.03825652173913043,23,0.83,0.17
2017-11-12 00:00:00,0.10279999999999999,25,0.84,0.16
2017-11-13 00:00:00,0.07823958333333333,96,0.91,0.09
2017-11-14 00:00:00,0.054568571428571425,70,0.86,0.14
2017-11-15 00:00:00,0.07272823529411765,85,0.84,0.16
2017-11-16 00:00:00,0.1282821917808219,73,0.9,0.1
2017-11-17 00:00:00,0.14186805555555554,72,0.9,0.1
2017-11-18 00:00:00,-0.05394827586206897,29,0.76,0.24
2017-11-19 00:00:00,0.05363333333333333,30,0.83,0.17
2017-11-20 00:00:00,0.04328611111111111,72,0.82,0.18
2017-11-21 00:00:00,0.060978082191780816,73,0.85,0.15
2017-11-22 00:00:00,0.14639625,80,0.93,0.07
2017-11-23 00:00:00,-0.005404,25,0.84,0.16
2017-11-24 00:00:00,0.01929491525423729,59,0.8,0.2
2017-11-25 00:00:00,0.03254838709677419,31,0.84,0.16
2017-11-26 00:00:00,0.015063333333333335,30,0.9,0.1
2017-11-27 00:00:00,0.22994102564102561,117,0.91,0.09
2017-11-28 00:00:00,0.018964942528735634,174,0.82,0.18
2017-11-29 00:00:00,-0.05953849557522124,226,0.75,0.25
2017-11-30 00:00:00,0.0501530303030303,132,0.86,0.14
2017-12-01 00:00:00,0.029648958333333333,96,0.79,0.21
2017-12-02 00:00:00,0.03475714285714286,49,0.8,0.2
2017-12-03 00:00:00,0.028934090909090906,44,0.84,0.16
2017-12-04 00:00:00,-0.05425078534031414,191,0.74,0.26
2017-12-05 00:00:00,0.042853254437869824,169,0.77,0.23
2017-12-06 00:00:00,0.1216983606557377,122,0.89,0.11
2017-12-07 00:00:00,0.08480338983050847,118,0.87,0.13
2017-12-08 00:00:00,0.018975675675675676,111,0.85,0.15
2017-12-09 00:00:00,0.1539184210526316,38,0.89,0.11
2017-12-10 00:00:00,0.10740333333333334,30,0.87,0.13
2017-12-11 00:00:00,0.076846,100,0.91,0.09
2017-12-12 00:00:00,0.08863703703703703,81,0.89,0.11
2017-12-13 00:00:00,0.11872105263157895,57,0.89,0.11
2017-12-14 00:00:00,-0.11036224489795919,98,0.72,0.28
2017-12-15 00:00:00,0.07455300000000001,100,0.83,0.17
2017-12-16 00:00:00,0.1309264705882353,34,0.88,0.12
2017-12-17 00:00:00,0.004266666666666667,33,0.82,0.18
2017-12-18 00:00:00,0.151368,75,0.95,0.05
2017-12-19 00:00:00,-0.04815857142857143,70,0.74,0.26
2017-12-20 00:00:00,0.11249454545454544,55,0.87,0.13
2017-12-21 00:00:00,-0.12868387096774192,62,0.69,0.31
2017-12-22 00:00:00,-0.06671129032258065,62,0.82,0.18
2017-12-23 00:00:00,-0.06682,20,0.8,0.2
2017-12-24 00:00:00,0.08492857142857144,21,0.9,0.1
2017-12-25 00:00:00,0.0016625,24,0.92,0.08
