,sentiment,totalScores,positive,negative
2018-08-28 00:00:00,0.07685516569200779,513,0.78,0.22
2018-08-29 00:00:00,0.13098774080560419,571,0.78,0.22
2018-08-30 00:00:00,0.1252098275862069,580,0.78,0.22
2018-08-31 00:00:00,0.05477032418952619,401,0.73,0.27
2018-09-01 00:00:00,0.08448983050847457,59,0.75,0.25
2018-09-02 00:00:00,0.23131296296296297,54,0.87,0.13
2018-09-03 00:00:00,0.029799000000000003,100,0.8,0.2
2018-09-04 00:00:00,0.02769514285714286,350,0.74,0.26
2018-09-05 00:00:00,-0.0033184,750,0.71,0.29
2018-09-06 00:00:00,0.07875464231354642,657,0.75,0.25
2018-09-07 00:00:00,0.06675160599571735,467,0.79,0.21
2018-09-08 00:00:00,0.03695625,80,0.84,0.16
2018-09-09 00:00:00,0.05968815789473684,76,0.88,0.12
2018-09-10 00:00:00,0.0782124031007752,258,0.79,0.21
2018-09-11 00:00:00,0.10186946778711485,357,0.8,0.2
2018-09-12 00:00:00,0.12374791666666667,624,0.82,0.18
2018-09-13 00:00:00,0.12885284738041003,439,0.81,0.19
2018-09-14 00:00:00,0.040510332103321035,271,0.76,0.24
2018-09-15 00:00:00,-0.014462962962962964,54,0.81,0.19
2018-09-16 00:00:00,0.07635,56,0.84,0.16
2018-09-17 00:00:00,-0.0404024,375,0.71,0.29
2018-09-18 00:00:00,0.08292968421052631,475,0.83,0.17
2018-09-19 00:00:00,0.1291856707317073,656,0.79,0.21
2018-09-20 00:00:00,0.1259314,500,0.81,0.19
2018-09-21 00:00:00,0.037115183246073304,382,0.77,0.23
2018-09-22 00:00:00,0.035013432835820896,67,0.82,0.18
2018-09-23 00:00:00,0.16169247311827956,93,0.9,0.1
2018-09-24 00:00:00,0.12191245551601422,562,0.82,0.18
2018-09-25 00:00:00,0.09941957104557642,373,0.8,0.2
2018-09-26 00:00:00,0.08280861618798956,766,0.75,0.25
2018-09-27 00:00:00,0.07671156862745099,510,0.77,0.23
2018-09-28 00:00:00,0.054701346801346806,297,0.75,0.25
2018-09-29 00:00:00,0.17606538461538462,52,0.87,0.13
2018-09-30 00:00:00,0.11794150943396225,53,0.87,0.13
2018-10-01 00:00:00,0.18571356382978724,376,0.88,0.12
2018-10-02 00:00:00,0.09887758186397984,397,0.78,0.22
2018-10-03 00:00:00,0.08066033898305085,295,0.79,0.21
2018-10-04 00:00:00,0.051177306733167074,401,0.74,0.26
2018-10-05 00:00:00,0.0826168970814132,651,0.75,0.25
2018-10-06 00:00:00,0.0492123595505618,89,0.79,0.21
2018-10-07 00:00:00,0.03437236842105263,76,0.8,0.2
2018-10-08 00:00:00,0.057985313174946006,463,0.73,0.27
2018-10-09 00:00:00,0.13228452914798206,446,0.77,0.23
2018-10-10 00:00:00,0.028125860023724792,843,0.75,0.25
2018-10-11 00:00:00,0.01155965379494008,751,0.72,0.28
2018-10-12 00:00:00,0.10618114374034004,647,0.76,0.24
2018-10-13 00:00:00,0.11109461538461537,130,0.86,0.14
2018-10-14 00:00:00,0.07181230769230769,130,0.82,0.18
2018-10-15 00:00:00,0.054810050890585243,786,0.77,0.23
2018-10-16 00:00:00,0.07888401513360133,4229,0.79,0.21
2018-10-17 00:00:00,0.014342322097378278,3471,0.69,0.31
2018-10-18 00:00:00,0.012028289473684211,1520,0.7,0.3
2018-10-19 00:00:00,-0.016381145757795503,1379,0.68,0.32
2018-10-20 00:00:00,-0.030336111111111112,144,0.69,0.31
2018-10-21 00:00:00,-0.058383035714285714,112,0.71,0.29
2018-10-22 00:00:00,-0.00706066985645933,1045,0.7,0.3
2018-10-23 00:00:00,0.04507238372093023,1032,0.74,0.26
2018-10-24 00:00:00,-0.04397184466019418,1236,0.67,0.33
2018-10-25 00:00:00,-0.023980868385345997,737,0.67,0.33
2018-10-26 00:00:00,-0.037429715762273906,774,0.66,0.34
2018-10-27 00:00:00,0.08184948453608247,97,0.82,0.18
2018-10-28 00:00:00,-0.05597105263157895,76,0.74,0.26
2018-10-29 00:00:00,-0.051452707182320444,905,0.67,0.33
2018-10-30 00:00:00,-0.030430204572803852,831,0.68,0.32
2018-10-31 00:00:00,0.07627068702290075,655,0.76,0.24
2018-11-01 00:00:00,0.08231681415929204,678,0.76,0.24
2018-11-02 00:00:00,0.009030734966592428,449,0.75,0.25
2018-11-03 00:00:00,0.1368709090909091,55,0.82,0.18
2018-11-04 00:00:00,0.018774999999999997,56,0.77,0.23
2018-11-05 00:00:00,0.07511432506887053,363,0.74,0.26
2018-11-06 00:00:00,0.018554444444444443,360,0.75,0.25
2018-11-07 00:00:00,0.08031400491400492,407,0.79,0.21
2018-11-08 00:00:00,-0.0340965601965602,407,0.71,0.29
2018-11-09 00:00:00,0.004683992467043314,531,0.71,0.29
2018-11-10 00:00:00,-0.0827072463768116,69,0.77,0.23
2018-11-11 00:00:00,-0.023060344827586204,58,0.74,0.26
2018-11-12 00:00:00,-0.032786046511627906,387,0.7,0.3
2018-11-13 00:00:00,0.006363501483679525,337,0.73,0.27
2018-11-14 00:00:00,0.016545335820895523,536,0.73,0.27
2018-11-15 00:00:00,-0.01580889423076923,416,0.72,0.28
2018-11-16 00:00:00,0.02170029761904762,336,0.73,0.27
2018-11-17 00:00:00,0.029748717948717945,78,0.79,0.21
2018-11-18 00:00:00,0.10232142857142858,56,0.8,0.2
2018-11-19 00:00:00,-0.06893800383877159,521,0.66,0.34
2018-11-20 00:00:00,-0.025058131067961165,824,0.67,0.33
2018-11-21 00:00:00,0.004177797202797203,572,0.73,0.27
2018-11-22 00:00:00,-0.05650983606557377,122,0.7,0.3
2018-11-23 00:00:00,0.006486440677966101,236,0.71,0.29
2018-11-24 00:00:00,-0.04999325842696629,89,0.73,0.27
2018-11-25 00:00:00,-0.014276136363636364,88,0.76,0.24
2018-11-26 00:00:00,-0.08564389610389611,385,0.62,0.38
2018-11-27 00:00:00,0.005343520782396089,409,0.75,0.25
2018-11-28 00:00:00,0.12976660341555976,527,0.78,0.22
2018-11-29 00:00:00,0.05718703339882122,509,0.73,0.27
2018-11-30 00:00:00,0.032159547738693464,398,0.74,0.26
2018-12-01 00:00:00,0.050496875,96,0.85,0.15
2018-12-02 00:00:00,0.03937402597402598,154,0.77,0.23
2018-12-03 00:00:00,0.010043889845094665,581,0.71,0.29
2018-12-04 00:00:00,-0.026883622828784117,403,0.69,0.31
2018-12-05 00:00:00,-0.042183660130718954,153,0.76,0.24
2018-12-06 00:00:00,0.034793125,480,0.75,0.25
2018-12-07 00:00:00,0.04675337690631808,459,0.73,0.27
2018-12-08 00:00:00,-0.10940689655172413,87,0.66,0.34
2018-12-09 00:00:00,0.06015223880597015,67,0.82,0.18
2018-12-10 00:00:00,0.07666626865671641,335,0.76,0.24
2018-12-11 00:00:00,0.009783231707317073,328,0.72,0.28
2018-12-12 00:00:00,0.08660859375,512,0.77,0.23
2018-12-13 00:00:00,-0.007774231678486998,423,0.72,0.28
2018-12-14 00:00:00,0.014572704081632654,392,0.69,0.31
2018-12-15 00:00:00,0.04641643835616438,73,0.79,0.21
2018-12-16 00:00:00,-0.07299342105263158,76,0.74,0.26
2018-12-17 00:00:00,-0.0746954415954416,351,0.66,0.34
2018-12-18 00:00:00,-0.03192099567099567,462,0.66,0.34
2018-12-19 00:00:00,-0.02091485714285714,525,0.72,0.28
2018-12-20 00:00:00,-0.05521746031746032,567,0.67,0.33
2018-12-21 00:00:00,-0.06729785082174462,791,0.67,0.33
2018-12-22 00:00:00,-0.04073454545454546,110,0.7,0.3
2018-12-23 00:00:00,0.0007432989690721649,97,0.75,0.25
2018-12-24 00:00:00,-0.04981959595959596,495,0.67,0.33
2018-12-25 00:00:00,-0.041001612903225806,124,0.73,0.27
2018-12-26 00:00:00,0.02852093023255814,430,0.73,0.27
2018-12-27 00:00:00,-0.040197894736842106,475,0.68,0.32
2018-12-28 00:00:00,-0.0034277777777777774,342,0.69,0.31
2018-12-29 00:00:00,0.10721190476190477,84,0.85,0.15
2018-12-30 00:00:00,-0.03951392405063291,79,0.8,0.2
2018-12-31 00:00:00,-0.0312909793814433,388,0.72,0.28
2019-01-01 00:00:00,0.09146752136752137,117,0.85,0.15
2019-01-02 00:00:00,-0.10024396887159533,514,0.65,0.35
2019-01-03 00:00:00,-0.040493540051679586,774,0.66,0.34
2019-01-04 00:00:00,0.07071053698074975,987,0.76,0.24
2019-01-05 00:00:00,0.04002771084337349,166,0.75,0.25
2019-01-06 00:00:00,0.04538148148148148,135,0.76,0.24
2019-01-07 00:00:00,0.03849979550102249,978,0.73,0.27
2019-01-08 00:00:00,0.015927633069082674,883,0.71,0.29
2019-01-09 00:00:00,-0.03497209612817089,749,0.67,0.33
2019-01-10 00:00:00,0.02441936274509804,1224,0.69,0.31
2019-01-11 00:00:00,-0.018378363636363637,1650,0.68,0.32
2019-01-12 00:00:00,0.016338812785388127,219,0.75,0.25
2019-01-13 00:00:00,0.05865,180,0.74,0.26
2019-01-14 00:00:00,0.06172996632996633,594,0.76,0.24
2019-01-15 00:00:00,0.03913266932270917,2008,0.74,0.26
2019-01-16 00:00:00,0.0010188925081433225,1228,0.71,0.29
2019-01-17 00:00:00,-0.0022259867054424593,4814,0.74,0.26
2019-01-18 00:00:00,0.012312072575017445,2866,0.71,0.29
2019-01-19 00:00:00,-0.006306161137440759,211,0.77,0.23
2019-01-20 00:00:00,0.008894303797468354,158,0.77,0.23
2019-01-21 00:00:00,-0.0003345679012345679,162,0.74,0.26
2019-01-22 00:00:00,-0.07055166835187057,989,0.66,0.34
2019-01-23 00:00:00,-0.08899731343283582,670,0.63,0.37
2019-01-24 00:00:00,-0.01505621521335807,539,0.69,0.31
2019-01-25 00:00:00,0.003254233870967742,496,0.73,0.27
2019-01-26 00:00:00,0.09299861111111112,72,0.81,0.19
2019-01-27 00:00:00,0.11233260869565218,92,0.82,0.18
2019-01-28 00:00:00,0.00793217054263566,258,0.75,0.25
2019-01-29 00:00:00,-0.06873333333333333,306,0.68,0.32
2019-01-30 00:00:00,-0.006020388349514563,309,0.71,0.29
2019-01-31 00:00:00,0.024514010989010987,364,0.73,0.27
2019-02-01 00:00:00,-0.03171005586592179,358,0.74,0.26
2019-02-02 00:00:00,-0.02267818181818182,55,0.69,0.31
2019-02-03 00:00:00,-0.08448666666666667,45,0.8,0.2
2019-02-04 00:00:00,0.03513789682539682,504,0.73,0.27
2019-02-05 00:00:00,0.03073550863723609,521,0.75,0.25
2019-02-06 00:00:00,0.056761415525114156,438,0.77,0.23
2019-02-07 00:00:00,0.014871080139372822,287,0.72,0.28
2019-02-08 00:00:00,0.06395294117647059,374,0.79,0.21
2019-02-09 00:00:00,0.06365324675324675,77,0.84,0.16
2019-02-10 00:00:00,0.07841999999999999,65,0.83,0.17
2019-02-11 00:00:00,0.0028623255813953487,215,0.76,0.24
2019-02-12 00:00:00,0.2359731707317073,41,0.83,0.17
2019-02-13 00:00:00,0.009749160671462831,417,0.71,0.29
2019-02-14 00:00:00,0.06073668430335097,567,0.74,0.26
2019-02-15 00:00:00,-0.01935238095238095,399,0.68,0.32
2019-02-16 00:00:00,-0.015298,50,0.76,0.24
2019-02-17 00:00:00,0.05845909090909091,44,0.8,0.2
2019-02-18 00:00:00,-0.0011535714285714285,84,0.74,0.26
2019-02-19 00:00:00,0.05644669926650367,409,0.75,0.25
2019-02-20 00:00:00,-0.03724837545126354,277,0.71,0.29
2019-02-21 00:00:00,-0.007397938144329897,291,0.75,0.25
2019-02-22 00:00:00,0.05836163682864451,391,0.79,0.21
2019-02-23 00:00:00,0.1767921052631579,38,0.87,0.13
2019-02-24 00:00:00,0.08998828828828828,222,0.84,0.16
2019-02-25 00:00:00,0.08091749999999999,400,0.78,0.22
2019-02-26 00:00:00,0.0012578947368421054,209,0.77,0.23
2019-02-27 00:00:00,-0.0318725925925926,270,0.71,0.29
2019-02-28 00:00:00,0.03679169054441261,349,0.77,0.23
2019-03-01 00:00:00,-0.05951342756183746,283,0.66,0.34
2019-03-02 00:00:00,-0.0057571428571428565,42,0.81,0.19
2019-03-03 00:00:00,0.07877023809523809,84,0.9,0.1
2019-03-04 00:00:00,-0.009896005944640535,10766,0.28,0.72
2019-03-05 00:00:00,0.006246408839779006,362,0.77,0.23
2019-03-06 00:00:00,-0.017791094147582696,393,0.7,0.3
2019-03-07 00:00:00,-0.03816068181818182,440,0.7,0.3
2019-03-08 00:00:00,-0.05631126373626373,364,0.65,0.35
2019-03-09 00:00:00,-0.058271428571428564,35,0.71,0.29
2019-03-10 00:00:00,0.0070796875,64,0.83,0.17
2019-03-11 00:00:00,0.057738611111111116,360,0.79,0.21
2019-03-12 00:00:00,0.004767169811320755,265,0.76,0.24
2019-03-13 00:00:00,0.058588698630136986,292,0.77,0.23
2019-03-14 00:00:00,-0.07526243093922652,181,0.66,0.34
2019-03-15 00:00:00,0.10363969465648855,262,0.82,0.18
2019-03-16 00:00:00,0.09789285714285714,56,0.84,0.16
2019-03-17 00:00:00,0.08515142857142857,70,0.79,0.21
2019-03-18 00:00:00,-0.004782492581602373,337,0.73,0.27
2019-03-19 00:00:00,0.09488338108882521,349,0.81,0.19
2019-03-20 00:00:00,0.0693765060240964,664,0.77,0.23
2019-03-21 00:00:00,0.08703571428571429,364,0.81,0.19
2019-03-22 00:00:00,-0.02764532577903683,353,0.7,0.3
2019-03-23 00:00:00,0.061741379310344825,58,0.79,0.21
2019-03-24 00:00:00,0.005809433962264151,106,0.74,0.26
2019-03-25 00:00:00,0.018141189427312777,454,0.78,0.22
2019-03-26 00:00:00,-0.030148746518105847,359,0.75,0.25
2019-03-27 00:00:00,-0.02482960288808664,277,0.73,0.27
2019-03-28 00:00:00,0.08313968871595331,257,0.79,0.21
2019-03-29 00:00:00,0.10809516129032258,186,0.82,0.18
2019-03-30 00:00:00,-0.06936250000000001,40,0.83,0.17
2019-03-31 00:00:00,-0.023428,50,0.82,0.18
2019-04-01 00:00:00,0.06363558052434456,267,0.8,0.2
2019-04-02 00:00:00,0.09950162601626016,246,0.79,0.21
2019-04-03 00:00:00,0.09747991631799163,239,0.84,0.16
2019-04-04 00:00:00,0.015379607843137256,255,0.75,0.25
2019-04-05 00:00:00,0.015618045112781954,133,0.77,0.23
2019-04-06 00:00:00,0.14869756097560974,41,0.9,0.1
2019-04-07 00:00:00,0.22504565217391304,46,0.91,0.09
2019-04-08 00:00:00,0.07158798283261802,233,0.8,0.2
2019-04-09 00:00:00,0.12478854166666668,288,0.83,0.17
2019-04-10 00:00:00,0.12492922535211268,284,0.85,0.15
2019-04-11 00:00:00,0.10562710706150341,439,0.82,0.18
2019-04-12 00:00:00,0.04319572016460905,1215,0.77,0.23
2019-04-13 00:00:00,0.04176988636363636,176,0.8,0.2
2019-04-14 00:00:00,0.0745935294117647,170,0.85,0.15
2019-04-15 00:00:00,0.059382333696837514,917,0.77,0.23
2019-04-16 00:00:00,0.05031200428724544,3732,0.76,0.24
2019-04-17 00:00:00,0.015535726210350584,1797,0.71,0.29
2019-04-18 00:00:00,0.01891395833333333,480,0.72,0.28
2019-04-19 00:00:00,-0.09685714285714286,56,0.71,0.29
2019-04-20 00:00:00,0.1171452380952381,42,0.86,0.14
2019-04-21 00:00:00,0.037328125,64,0.84,0.16
2019-04-22 00:00:00,0.11715216819973719,761,0.78,0.22
2019-04-23 00:00:00,0.05370152284263959,788,0.73,0.27
2019-04-24 00:00:00,-0.06364846153846154,520,0.66,0.34
2019-04-25 00:00:00,-0.060687339055793994,466,0.7,0.3
2019-04-26 00:00:00,-0.0012958115183246074,382,0.74,0.26
2019-04-27 00:00:00,0.08549305555555556,72,0.88,0.12
2019-04-28 00:00:00,0.16586770833333334,96,0.88,0.12
2019-04-29 00:00:00,0.024126335877862597,262,0.72,0.28
2019-04-30 00:00:00,-0.04966579925650557,269,0.65,0.35
2019-05-01 00:00:00,0.041350000000000005,554,0.71,0.29
2019-05-02 00:00:00,-0.020461494252873563,348,0.68,0.32
2019-05-03 00:00:00,0.023268094218415417,467,0.73,0.27
2019-05-04 00:00:00,0.20541509433962266,53,0.92,0.08
2019-05-05 00:00:00,0.03440674157303371,178,0.79,0.21
2019-05-06 00:00:00,-0.004513620071684588,279,0.72,0.28
2019-05-07 00:00:00,0.013381034482758621,290,0.72,0.28
2019-05-08 00:00:00,0.06598535211267606,355,0.74,0.26
2019-05-09 00:00:00,0.01478062015503876,258,0.75,0.25
2019-05-10 00:00:00,0.03081294642857143,224,0.79,0.21
2019-05-11 00:00:00,-0.04539761904761905,42,0.76,0.24
2019-05-12 00:00:00,0.011175308641975308,81,0.78,0.22
2019-05-13 00:00:00,-0.026333846153846156,195,0.71,0.29
2019-05-14 00:00:00,0.08718851674641148,209,0.78,0.22
2019-05-15 00:00:00,0.08934191419141914,303,0.8,0.2
2019-05-16 00:00:00,0.18072683982683982,231,0.87,0.13
2019-05-17 00:00:00,0.04774895104895105,143,0.8,0.2
2019-05-18 00:00:00,0.05610526315789474,38,0.82,0.18
2019-05-19 00:00:00,0.017472549019607844,51,0.84,0.16
2019-05-20 00:00:00,-0.06219140625,128,0.69,0.31
2019-05-21 00:00:00,0.10805277777777778,144,0.81,0.19
2019-05-22 00:00:00,0.04145805084745763,472,0.76,0.24
2019-05-23 00:00:00,0.08270597826086956,184,0.73,0.27
2019-05-24 00:00:00,0.09384555555555554,90,0.78,0.22
2019-05-25 00:00:00,0.044094117647058825,17,0.65,0.35
2019-05-26 00:00:00,0.07156842105263157,19,0.79,0.21
2019-05-27 00:00:00,-0.030917857142857143,28,0.75,0.25
2019-05-28 00:00:00,0.025638211382113824,123,0.76,0.24
2019-05-29 00:00:00,0.05980119760479042,167,0.74,0.26
2019-05-30 00:00:00,0.06681217391304348,115,0.78,0.22
2019-05-31 00:00:00,-0.02074179104477612,134,0.72,0.28
2019-06-01 00:00:00,-0.16983333333333334,42,0.55,0.45
2019-06-02 00:00:00,0.09837777777777777,36,0.81,0.19
2019-06-03 00:00:00,-0.03093377483443709,151,0.65,0.35
2019-06-04 00:00:00,0.056290773809523804,336,0.74,0.26
2019-06-05 00:00:00,0.027993212669683257,221,0.71,0.29
2019-06-06 00:00:00,0.04930878378378378,148,0.77,0.23
2019-06-07 00:00:00,-0.026135714285714283,168,0.71,0.29
2019-06-08 00:00:00,0.08764285714285713,35,0.86,0.14
2019-06-09 00:00:00,0.20242894736842107,38,0.89,0.11
2019-06-10 00:00:00,-0.0055936,375,0.69,0.31
2019-06-11 00:00:00,0.0626806324110672,253,0.75,0.25
2019-06-12 00:00:00,0.03917725631768953,277,0.74,0.26
2019-06-13 00:00:00,0.06654230769230769,572,0.75,0.25
2019-06-14 00:00:00,0.03950691244239631,434,0.71,0.29
2019-06-15 00:00:00,0.103318,50,0.7,0.3
2019-06-16 00:00:00,0.17521176470588237,51,0.78,0.22
2019-06-17 00:00:00,0.11610997229916897,361,0.77,0.23
2019-06-18 00:00:00,0.04169084249084249,273,0.73,0.27
2019-06-19 00:00:00,0.08058366533864543,251,0.76,0.24
2019-06-20 00:00:00,-0.012542016806722688,238,0.7,0.3
2019-06-21 00:00:00,0.04110357142857143,252,0.76,0.24
2019-06-22 00:00:00,0.20523333333333332,30,0.87,0.13
2019-06-23 00:00:00,0.10515599999999999,50,0.84,0.16
2019-06-24 00:00:00,0.04928054298642534,221,0.75,0.25
2019-06-25 00:00:00,-0.0722971119133574,277,0.65,0.35
2019-06-26 00:00:00,0.01548076923076923,182,0.77,0.23
2019-06-27 00:00:00,0.04098148148148148,216,0.75,0.25
2019-06-28 00:00:00,0.0526673076923077,156,0.78,0.22
2019-06-29 00:00:00,0.07956944444444444,36,0.78,0.22
2019-06-30 00:00:00,0.3079446808510638,47,0.85,0.15
2019-07-01 00:00:00,0.13369254658385094,161,0.84,0.16
2019-07-02 00:00:00,0.08147727272727273,198,0.82,0.18
2019-07-03 00:00:00,0.23856157894736843,190,0.85,0.15
2019-07-04 00:00:00,0.1628867469879518,83,0.87,0.13
2019-07-05 00:00:00,0.1020905472636816,201,0.81,0.19
2019-07-06 00:00:00,0.11360188679245284,53,0.81,0.19
2019-07-07 00:00:00,0.12515076923076923,65,0.86,0.14
2019-07-08 00:00:00,0.1349391959798995,199,0.77,0.23
2019-07-09 00:00:00,0.07699175475687103,473,0.75,0.25
2019-07-10 00:00:00,0.1034003086419753,324,0.77,0.23
2019-07-11 00:00:00,0.19471948529411764,272,0.85,0.15
2019-07-12 00:00:00,0.11127248062015505,258,0.78,0.22
2019-07-13 00:00:00,0.19296739130434784,46,0.87,0.13
2019-07-14 00:00:00,0.10819850746268657,67,0.84,0.16
2019-07-15 00:00:00,0.07199780487804879,410,0.76,0.24
2019-07-16 00:00:00,0.16210547112462007,329,0.84,0.16
2019-07-17 00:00:00,-0.006438943418013857,3464,0.73,0.27
2019-07-18 00:00:00,0.03868900047824008,2091,0.72,0.28
2019-07-19 00:00:00,-0.03337874762808349,1054,0.66,0.34
2019-07-20 00:00:00,-0.037974213836477984,159,0.66,0.34
2019-07-21 00:00:00,0.03770855263157895,152,0.77,0.23
2019-07-22 00:00:00,-0.013848216340621404,869,0.65,0.35
2019-07-23 00:00:00,-0.02499875,800,0.66,0.34
2019-07-24 00:00:00,0.08049151291512914,1084,0.73,0.27
2019-07-25 00:00:00,0.1103761329305136,662,0.76,0.24
2019-07-26 00:00:00,0.088446875,608,0.76,0.24
2019-07-27 00:00:00,0.07959722222222222,72,0.74,0.26
2019-07-28 00:00:00,0.04873,100,0.78,0.22
2019-07-29 00:00:00,-0.012411881188118812,303,0.69,0.31
2019-07-30 00:00:00,0.02278689024390244,328,0.7,0.3
2019-07-31 00:00:00,-0.08428440677966102,295,0.66,0.34
2019-08-01 00:00:00,-0.020747284345047922,313,0.71,0.29
2019-08-02 00:00:00,0.035422222222222216,252,0.74,0.26
2019-08-03 00:00:00,0.057077777777777776,54,0.74,0.26
2019-08-04 00:00:00,0.0721328125,64,0.75,0.25
2019-08-05 00:00:00,-0.0018308724832214766,447,0.71,0.29
2019-08-06 00:00:00,0.07377119113573408,361,0.77,0.23
2019-08-07 00:00:00,0.03723310023310023,429,0.73,0.27
2019-08-08 00:00:00,0.07583783783783783,259,0.77,0.23
2019-08-09 00:00:00,0.16175777777777778,90,0.82,0.18
2019-08-10 00:00:00,0.02008205128205128,39,0.79,0.21
2019-08-11 00:00:00,0.05454222222222223,45,0.76,0.24
2019-08-12 00:00:00,0.11014239130434783,276,0.78,0.22
2019-08-13 00:00:00,0.04510512820512821,234,0.76,0.24
2019-08-14 00:00:00,0.02828921568627451,306,0.72,0.28
2019-08-15 00:00:00,0.02795822102425876,371,0.75,0.25
2019-08-16 00:00:00,0.029695555555555555,225,0.74,0.26
2019-08-17 00:00:00,0.18046415094339624,53,0.85,0.15
2019-08-18 00:00:00,0.12621428571428572,63,0.79,0.21
2019-08-19 00:00:00,0.037352021563342316,371,0.78,0.22
2019-08-20 00:00:00,-0.006675125628140703,398,0.7,0.3
2019-08-21 00:00:00,0.026622666666666666,375,0.7,0.3
2019-08-22 00:00:00,0.06938721804511279,266,0.74,0.26
2019-08-23 00:00:00,-0.03019798657718121,298,0.73,0.27
2019-08-24 00:00:00,-0.006190540540540541,74,0.74,0.26
2019-08-25 00:00:00,0.06518160919540229,87,0.77,0.23
2019-08-26 00:00:00,0.01737292576419214,229,0.75,0.25
2019-08-27 00:00:00,-0.003190588235294118,340,0.72,0.28
2019-08-28 00:00:00,0.02596206896551724,290,0.74,0.26
2019-08-29 00:00:00,0.033522155688622754,334,0.76,0.24
2019-08-30 00:00:00,0.04336190476190476,210,0.74,0.26
2019-08-31 00:00:00,0.13015263157894738,38,0.87,0.13
2019-09-01 00:00:00,-0.024523913043478264,46,0.8,0.2
2019-09-02 00:00:00,0.14344893617021276,47,0.91,0.09
2019-09-03 00:00:00,0.023252941176470587,187,0.79,0.21
2019-09-04 00:00:00,0.05357469387755102,245,0.78,0.22
2019-09-05 00:00:00,0.031296851851851853,540,0.74,0.26
2019-09-06 00:00:00,0.033678776978417264,278,0.72,0.28
2019-09-07 00:00:00,0.07778260869565216,46,0.78,0.22
2019-09-08 00:00:00,0.07694565217391304,46,0.74,0.26
2019-09-09 00:00:00,0.014607359307359307,462,0.71,0.29
2019-09-10 00:00:00,-0.05634749403341289,838,0.68,0.32
2019-09-11 00:00:00,-0.04326330532212885,357,0.69,0.31
2019-09-12 00:00:00,-0.023669154228855724,201,0.69,0.31
2019-09-13 00:00:00,0.0055440217391304345,368,0.7,0.3
2019-09-14 00:00:00,0.1686,60,0.92,0.08
2019-09-15 00:00:00,0.09776896551724139,58,0.88,0.12
2019-09-16 00:00:00,0.05683333333333333,267,0.78,0.22
2019-09-17 00:00:00,0.05465803921568627,255,0.75,0.25
2019-09-18 00:00:00,-0.00435565749235474,327,0.7,0.3
2019-09-19 00:00:00,-0.008112845849802371,506,0.69,0.31
2019-09-20 00:00:00,-0.0370171588188348,1253,0.67,0.33
2019-09-21 00:00:00,-0.03851904761904762,84,0.77,0.23
2019-09-22 00:00:00,0.059725,128,0.78,0.22
2019-09-23 00:00:00,-0.0827937165775401,748,0.63,0.37
2019-09-24 00:00:00,-0.11636325757575758,792,0.62,0.38
2019-09-25 00:00:00,0.0307118800461361,867,0.7,0.3
2019-09-26 00:00:00,0.027281565656565657,396,0.71,0.29
2019-09-27 00:00:00,0.0051698961937716266,289,0.71,0.29
2019-09-28 00:00:00,0.011845454545454544,55,0.76,0.24
2019-09-29 00:00:00,-0.03774202898550725,69,0.67,0.33
2019-09-30 00:00:00,0.03714963235294117,272,0.75,0.25
2019-10-01 00:00:00,0.08144330708661417,254,0.74,0.26
2019-10-02 00:00:00,0.017896782178217822,404,0.75,0.25
2019-10-03 00:00:00,0.025662077294685993,414,0.73,0.27
2019-10-04 00:00:00,0.12670406852248395,467,0.81,0.19
2019-10-05 00:00:00,0.14465490196078432,51,0.9,0.1
2019-10-06 00:00:00,0.12178292682926829,82,0.88,0.12
2019-10-07 00:00:00,0.01451760299625468,267,0.72,0.28
2019-10-08 00:00:00,-0.019956401384083045,289,0.72,0.28
2019-10-09 00:00:00,-8.081534772182255e-05,417,0.68,0.32
2019-10-10 00:00:00,0.11334949494949495,495,0.79,0.21
2019-10-11 00:00:00,0.042931890660592255,439,0.76,0.24
2019-10-12 00:00:00,0.08874024390243902,82,0.84,0.16
2019-10-13 00:00:00,0.027909615384615387,104,0.82,0.18
2019-10-14 00:00:00,0.008120567375886525,282,0.73,0.27
2019-10-15 00:00:00,0.02403903846153846,520,0.75,0.25
2019-10-16 00:00:00,0.02832779696132597,2896,0.76,0.24
2019-10-17 00:00:00,-0.018436935166994104,2036,0.68,0.32
2019-10-18 00:00:00,-0.03932855993563958,1243,0.67,0.33
2019-10-19 00:00:00,-0.07141846153846154,130,0.7,0.3
2019-10-20 00:00:00,0.06666984126984127,126,0.76,0.24
2019-10-21 00:00:00,-0.048019382504288166,583,0.67,0.33
2019-10-22 00:00:00,-0.07532508324084351,901,0.67,0.33
2019-10-23 00:00:00,-0.049425778546712804,578,0.66,0.34
2019-10-24 00:00:00,-0.08122081784386617,269,0.65,0.35
2019-10-25 00:00:00,-0.012565680473372781,169,0.7,0.3
2019-10-26 00:00:00,0.06754716981132075,53,0.89,0.11
2019-10-27 00:00:00,0.13944423076923076,52,0.9,0.1
2019-10-28 00:00:00,0.0945225806451613,155,0.79,0.21
2019-10-29 00:00:00,0.041058940397350994,151,0.78,0.22
2019-10-30 00:00:00,0.009090566037735849,265,0.73,0.27
2019-10-31 00:00:00,0.06234488636363636,176,0.79,0.21
2019-11-01 00:00:00,0.0558,128,0.77,0.23
2019-11-02 00:00:00,0.08548648648648648,37,0.84,0.16
2019-11-03 00:00:00,0.07484615384615384,52,0.87,0.13
2019-11-04 00:00:00,0.10286195652173913,184,0.8,0.2
